dhthum0,dhttmp0,dp0,dp1,ec0,ec1,gstemp1,gstmp0,hum0,hum1,hum2,pre0,pre1,pretmp0,pretmp1,date_time,tmp0,tmp1,tmp10,tmp11,tmp12,tmp2,tmp4,tmp5,tmp6,tmp7,tmp8,tmp9,volt0
29.35,45.95,6.6,2.83,90.0,1.0,40.3,42.2,0.1,0.1,93.4,1004.65,1001.55,41.2,36.04,2018-02-11T04:28:32.862Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.05,46.8,6.59,2.84,93.0,1.0,39.3,42.3,0.1,8.67,93.39,1004.85,1001.75,40.28,35.24,2018-02-11T03:31:37.180Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.05,46.5,6.64,2.86,95.0,1.0,38.2,41.8,0.1,9.87,92.81,1005.5,1002.5,39.05,34.05,2018-02-11T02:34:41.390Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.9,44.9,6.54,2.88,96.0,1.0,36.3,39.9,0.1,5.34,92.33,1006.4,1003.15,37.42,32.58,2018-02-11T01:37:45.711Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.1,44.2,6.53,2.88,97.0,1.0,35.5,39.0,0.1,5.76,91.95,1006.6,1003.55,36.83,32.16,2018-02-11T01:20:51.722Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.7,41.4,6.38,2.81,99.0,1.0,31.9,36.0,0.1,12.68,88.32,1007.2,1004.6,33.7,30.79,2018-02-11T00:23:56.140Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.15,38.4,6.31,2.79,99.0,2.0,28.7,32.5,0.1,0.1,88.69,1007.6,1005.65,30.15,29.39,2018-02-10T23:27:00.362Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.9,35.3,6.22,2.75,100.0,2.0,26.7,28.5,0.1,0.1,90.07,1007.9,1005.9,28.02,28.14,2018-02-10T22:30:04.671Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.15,31.0,6.07,2.69,97.0,2.0,24.8,24.2,0.1,0.1,80.75,1008.1,1006.2,25.54,26.54,2018-02-10T21:33:08.900Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.8,25.0,6.02,2.66,91.0,3.0,23.8,21.9,0.1,0.1,65.42,1007.85,1006.2,23.62,25.26,2018-02-10T20:36:13.230Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.4,24.4,6.09,2.67,89.0,3.0,24.1,22.0,0.1,0.1,65.51,1007.3,1005.6,23.88,25.56,2018-02-10T19:39:17.836Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,24.6,6.07,2.66,90.0,2.0,24.5,22.4,0.1,0.1,66.05,1006.9,1005.3,24.25,25.95,2018-02-10T18:42:22.362Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.7,24.6,6.13,2.7,89.0,3.0,24.9,22.6,0.1,0.1,63.34,1006.95,1005.3,24.64,26.35,2018-02-10T17:45:27.304Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,24.9,6.08,2.7,90.0,3.0,25.3,23.1,0.1,0.1,64.62,1007.1,1005.35,25.11,26.83,2018-02-10T16:48:31.826Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.15,25.4,6.17,2.74,89.0,3.0,25.9,23.6,0.1,0.1,63.59,1007.6,1005.75,25.64,27.3,2018-02-10T15:51:36.038Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.85,25.7,6.19,2.75,89.0,2.0,26.4,24.0,0.1,1.93,64.86,1008.05,1006.3,26.11,27.73,2018-02-10T14:54:40.563Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,25.95,6.18,2.75,89.0,3.0,27.1,24.5,0.1,4.57,69.75,1008.85,1006.75,26.71,28.23,2018-02-10T13:57:44.984Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.45,26.5,6.19,2.79,89.0,2.0,27.7,25.1,0.1,6.47,71.14,1009.65,1007.65,27.36,28.77,2018-02-10T13:00:49.409Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.9,26.7,6.21,2.79,88.0,2.0,28.5,25.6,0.1,11.11,86.77,1009.65,1007.75,28.11,29.35,2018-02-10T12:03:53.957Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.3,26.9,6.23,2.84,88.0,2.0,29.5,26.3,0.1,11.84,89.94,1010.35,1008.35,28.98,29.89,2018-02-10T11:06:58.354Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.35,26.65,6.29,2.86,86.0,1.0,30.7,27.4,0.1,36.32,94.72,1009.35,1007.25,30.01,30.48,2018-02-10T10:10:02.876Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.8,26.85,6.3,2.91,85.0,2.0,32.9,30.1,0.1,60.83,94.44,1010.05,1007.65,32.21,31.58,2018-02-10T09:13:07.298Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.6,31.0,6.5,2.91,88.0,1.0,35.5,33.7,0.1,33.83,92.45,1010.45,1007.7,35.04,32.87,2018-02-10T08:16:11.484Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.6,35.2,6.6,2.9,89.0,1.0,37.2,36.9,0.1,7.07,90.18,1007.9,1005.2,37.07,33.66,2018-02-10T07:19:15.618Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.9,40.1,6.68,2.89,93.0,1.0,38.6,39.2,0.1,0.1,88.19,1007.7,1004.7,38.91,34.26,2018-02-10T06:22:20.039Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.45,43.65,6.74,2.97,96.0,2.0,39.2,40.2,0.1,0.1,89.39,1007.75,1004.6,39.75,34.53,2018-02-10T05:25:24.461Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.7,44.6,6.79,3.04,100.0,1.0,38.6,40.9,0.1,0.1,91.98,1008.65,1005.6,39.39,34.33,2018-02-10T04:28:28.782Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.9,47.2,6.75,3.0,106.0,1.0,37.4,41.1,0.1,17.23,92.17,1009.0,1006.05,38.32,33.49,2018-02-10T03:31:32.996Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.3,44.6,6.72,3.05,106.0,3.0,36.1,39.5,0.1,17.91,91.89,1010.1,1007.15,36.76,32.1,2018-02-10T02:34:37.205Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,42.7,6.68,3.04,106.0,1.0,34.1,37.2,0.1,11.52,90.01,1011.2,1008.2,35.11,30.61,2018-02-10T01:37:41.193Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.1,41.9,6.69,3.02,107.0,1.0,33.4,36.4,0.1,10.97,84.75,1011.35,1008.35,34.57,30.17,2018-02-10T01:20:54.633Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,38.0,6.52,2.86,108.0,1.0,29.8,33.2,0.1,18.62,76.64,1011.7,1009.2,31.57,28.96,2018-02-10T00:23:58.850Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.45,35.9,6.47,2.79,111.0,1.0,26.7,30.0,0.1,0.1,80.32,1011.7,1009.6,28.14,27.64,2018-02-09T23:27:03.064Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.6,33.5,6.44,2.72,111.0,2.0,24.8,26.2,0.1,0.1,84.86,1012.55,1010.55,26.03,26.42,2018-02-09T22:30:07.589Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,28.9,6.28,2.68,110.0,2.0,22.8,22.0,0.1,0.1,68.23,1013.85,1011.7,23.51,24.8,2018-02-09T21:33:11.802Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.15,22.55,6.31,2.61,103.0,3.0,21.8,19.3,0.1,0.1,68.95,1013.1,1012.15,21.46,23.44,2018-02-09T20:36:16.227Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.9,21.9,6.29,2.64,100.0,3.0,22.2,19.3,0.1,0.1,69.58,1012.65,1011.8,21.7,23.76,2018-02-09T19:39:20.443Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.1,21.4,6.36,2.66,99.0,4.0,22.7,19.7,0.1,0.1,70.2,1012.2,1011.7,22.19,24.27,2018-02-09T18:42:24.961Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.3,21.8,6.33,2.64,100.0,3.0,23.4,20.1,0.1,0.1,71.18,1011.85,1011.1,22.82,24.84,2018-02-09T17:45:29.284Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.05,22.0,6.31,2.67,99.0,2.0,24.0,20.7,0.1,0.1,72.25,1011.85,1011.0,23.49,25.41,2018-02-09T16:48:33.698Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.95,22.6,6.38,2.69,99.0,3.0,24.8,21.4,0.1,0.1,75.53,1011.95,1011.15,24.23,26.02,2018-02-09T15:51:38.224Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.35,22.95,6.38,2.7,99.0,2.0,25.6,22.1,0.1,3.79,75.75,1012.85,1011.9,25.02,26.65,2018-02-09T14:54:42.749Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.9,23.25,6.46,2.71,98.0,2.0,26.5,23.0,0.1,12.55,82.05,1013.5,1012.25,25.92,27.28,2018-02-09T13:57:47.382Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.3,23.8,6.44,2.75,98.0,2.0,27.5,24.0,0.1,34.72,86.14,1014.05,1012.6,26.87,27.93,2018-02-09T13:00:52.009Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,24.4,6.46,2.74,98.0,1.0,28.6,25.1,0.1,55.5,90.64,1015.05,1013.3,27.93,28.57,2018-02-09T12:03:56.852Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.2,24.7,6.55,2.79,98.0,1.0,29.8,26.4,0.1,74.91,91.95,1015.5,1013.5,29.15,29.27,2018-02-09T11:07:01.452Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.5,25.7,6.56,2.78,98.0,1.0,31.2,28.2,0.1,75.25,92.3,1015.7,1013.55,30.54,29.95,2018-02-09T10:10:05.902Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.15,27.0,6.59,2.83,98.0,1.0,32.9,30.6,0.1,64.6,91.05,1015.7,1013.4,32.2,30.75,2018-02-09T09:13:10.332Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,30.1,6.75,2.9,98.0,1.0,34.6,34.0,0.1,46.59,85.35,1015.0,1012.3,34.04,31.5,2018-02-09T08:16:14.747Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.15,36.7,6.85,2.96,103.0,1.0,36.0,36.9,0.1,39.47,84.15,1014.15,1011.45,35.92,32.19,2018-02-09T07:19:19.168Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.2,41.0,6.83,2.99,107.0,1.0,37.1,38.3,0.1,58.92,84.11,1013.85,1011.0,37.34,32.59,2018-02-09T06:22:23.278Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.5,42.85,6.89,3.04,108.0,2.0,37.2,39.0,0.1,71.57,86.15,1014.05,1010.9,37.95,32.85,2018-02-09T05:25:27.501Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.3,43.1,6.87,3.06,110.0,1.0,36.5,38.9,0.1,73.54,90.13,1014.1,1010.95,37.29,32.62,2018-02-09T04:28:31.705Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.8,43.5,6.85,3.1,113.0,2.0,35.5,38.7,0.1,45.12,91.57,1014.7,1011.45,36.36,31.85,2018-02-09T03:31:35.957Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.8,42.6,6.85,3.07,115.0,1.0,34.0,37.2,0.1,22.05,89.89,1015.2,1012.05,34.79,30.44,2018-02-09T02:34:40.130Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.35,40.2,6.79,2.95,118.0,1.0,32.1,35.7,0.1,0.1,77.75,1016.15,1013.0,33.37,29.06,2018-02-09T01:37:44.258Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.2,40.25,6.78,2.93,121.0,1.0,31.3,35.0,0.1,0.1,65.41,1016.4,1012.95,32.77,28.6,2018-02-09T01:20:49.624Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.5,38.3,6.67,2.71,124.0,1.0,28.0,32.0,0.1,0.1,0.1,1016.85,1014.3,29.91,27.34,2018-02-09T00:23:53.844Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,35.1,6.59,2.61,125.0,2.0,24.7,28.1,0.1,0.1,0.1,1016.7,1014.7,26.22,25.68,2018-02-08T23:26:57.949Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.55,31.6,6.52,2.55,124.0,3.0,22.5,23.6,0.1,0.1,0.1,1016.7,1014.7,23.59,24.08,2018-02-08T22:30:02.268Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.05,25.75,6.54,2.53,120.0,4.0,20.5,19.2,0.1,0.1,0.1,1016.8,1014.8,21.03,22.39,2018-02-08T21:33:06.604Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.65,20.55,6.52,2.54,113.0,3.0,19.7,17.1,0.1,0.1,0.1,1015.2,1014.65,19.41,21.4,2018-02-08T20:36:11.014Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.95,19.3,6.53,2.53,110.0,4.0,20.2,17.2,0.1,0.1,0.1,1014.7,1014.45,19.71,21.76,2018-02-08T19:39:15.323Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.3,19.5,6.56,2.54,110.0,3.0,20.8,17.7,0.1,0.1,0.1,1014.2,1013.95,20.26,22.27,2018-02-08T18:42:19.953Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.6,19.85,6.57,2.57,110.0,3.0,21.4,18.2,0.1,0.1,0.1,1014.1,1013.95,20.85,22.81,2018-02-08T17:45:24.480Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.8,20.4,6.58,2.55,110.0,5.0,22.1,18.8,0.1,0.1,0.1,1014.65,1014.4,21.52,23.39,2018-02-08T16:48:29.007Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.8,20.9,6.61,2.57,110.0,2.0,22.7,19.4,0.1,0.1,0.1,1015.15,1014.8,22.2,23.96,2018-02-08T15:51:33.320Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.8,21.5,6.65,2.58,110.0,3.0,23.5,20.2,0.1,0.1,0.1,1016.0,1015.4,22.98,24.54,2018-02-08T14:54:37.535Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.55,21.8,6.61,2.57,110.0,4.0,24.3,21.0,0.1,0.1,0.1,1016.65,1016.1,23.77,25.13,2018-02-08T13:57:41.959Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.7,22.4,6.65,2.58,110.0,2.0,25.1,21.8,0.1,0.1,0.1,1017.5,1016.6,24.59,25.71,2018-02-08T13:00:46.379Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.15,23.35,6.7,2.6,111.0,3.0,26.0,22.9,0.1,0.1,0.1,1018.3,1016.9,25.5,26.31,2018-02-08T12:03:50.801Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.75,24.3,6.73,2.61,112.0,1.0,26.9,23.9,0.1,0.1,0.1,1018.85,1017.1,26.43,26.85,2018-02-08T11:06:55.016Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.3,25.1,6.73,2.61,111.0,2.0,27.9,25.2,0.1,0.1,0.1,1018.65,1016.7,27.41,27.39,2018-02-08T10:09:59.440Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.3,26.2,6.77,2.6,112.0,1.0,29.1,26.8,0.1,0.1,0.1,1018.55,1016.2,28.58,28.02,2018-02-08T09:13:03.753Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.5,28.4,6.86,2.64,114.0,1.0,30.3,29.0,0.1,0.1,0.1,1018.0,1015.5,29.92,28.63,2018-02-08T08:16:08.179Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.4,32.2,6.9,2.66,116.0,1.0,31.1,30.8,0.1,0.1,0.1,1017.65,1015.0,31.14,29.1,2018-02-08T07:19:12.494Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.2,34.7,6.97,2.66,118.0,1.0,31.8,32.5,0.1,0.1,0.1,1017.35,1014.55,32.18,29.4,2018-02-08T06:22:16.812Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.6,38.7,6.92,2.7,121.0,2.0,31.6,32.6,0.1,0.1,0.1,1016.7,1014.05,32.35,29.47,2018-02-08T05:25:21.130Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.55,38.4,6.95,2.68,122.0,1.0,30.9,32.3,0.1,0.1,0.1,1017.2,1014.65,31.77,29.15,2018-02-08T04:28:25.343Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.4,36.8,6.89,2.67,123.0,2.0,30.0,31.7,0.1,0.1,0.1,1017.75,1014.95,30.74,28.4,2018-02-08T03:31:29.454Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.4,34.9,6.94,2.64,123.0,2.0,29.3,30.6,0.1,0.1,0.1,1018.8,1016.0,30.09,27.81,2018-02-08T02:34:33.667Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.9,34.6,6.94,2.65,125.0,1.0,28.7,30.6,0.1,0.1,0.1,1019.55,1016.75,29.61,27.36,2018-02-08T01:37:37.789Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,34.4,6.92,2.65,126.0,2.0,28.5,30.5,0.1,0.1,0.1,1019.4,1016.85,29.57,27.32,2018-02-08T01:20:52.352Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.85,37.4,6.91,2.66,131.0,1.0,27.6,30.0,0.1,0.1,0.1,1019.3,1017.1,29.26,26.92,2018-02-08T00:23:56.564Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.7,34.3,6.9,2.61,130.0,1.0,24.9,27.0,0.1,0.1,0.1,1019.0,1017.1,26.09,25.74,2018-02-07T23:27:00.676Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.2,31.1,6.91,2.57,129.0,2.0,23.3,24.1,0.1,0.1,0.1,1019.25,1017.3,24.51,24.91,2018-02-07T22:30:05.110Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.75,28.4,6.8,2.54,129.0,3.0,21.6,20.5,0.1,0.1,0.1,1019.1,1017.0,22.33,23.59,2018-02-07T21:33:09.519Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.05,21.55,6.86,2.54,120.0,4.0,20.4,17.6,0.1,0.1,0.1,1017.5,1017.1,20.05,22.02,2018-02-07T20:36:13.730Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.65,20.05,6.87,2.55,117.0,3.0,20.7,17.6,0.1,0.1,0.1,1016.85,1016.75,20.28,22.34,2018-02-07T19:39:18.201Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.55,20.0,6.9,2.56,117.0,4.0,21.4,18.1,0.1,0.1,0.1,1016.55,1016.45,20.83,22.87,2018-02-07T18:42:22.471Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,20.5,6.9,2.55,117.0,3.0,22.0,18.7,0.1,0.1,0.1,1016.85,1016.4,21.46,23.42,2018-02-07T17:45:26.895Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,21.2,6.87,2.56,116.0,3.0,22.7,19.2,0.1,0.1,0.1,1016.8,1016.5,22.11,23.99,2018-02-07T16:48:31.314Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.8,21.5,6.93,2.6,116.0,2.0,23.4,19.9,0.1,0.1,0.1,1017.05,1016.55,22.81,24.59,2018-02-07T15:51:35.945Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.8,22.1,6.94,2.59,117.0,3.0,24.1,20.5,0.1,0.1,0.1,1017.8,1017.1,23.52,25.14,2018-02-07T14:54:40.367Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.95,22.4,6.99,2.61,117.0,4.0,24.8,21.2,0.1,2.19,0.1,1018.8,1018.15,24.3,25.73,2018-02-07T13:57:44.795Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.9,22.8,7.03,2.61,118.0,3.0,25.7,22.1,0.1,0.75,0.1,1019.5,1018.6,25.15,26.36,2018-02-07T13:00:49.213Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.05,23.7,7.0,2.64,117.0,2.0,26.6,23.0,0.1,1.06,0.1,1020.1,1018.9,26.07,26.95,2018-02-07T12:03:53.632Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.4,24.3,7.07,2.62,117.0,3.0,27.6,24.1,0.1,3.98,0.1,1020.4,1018.85,27.04,27.55,2018-02-07T11:06:57.953Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,25.1,7.09,2.62,117.0,2.0,28.8,25.4,0.1,0.1,0.1,1020.35,1018.6,28.16,28.15,2018-02-07T10:10:02.790Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.6,26.1,7.15,2.67,119.0,2.0,30.1,27.2,0.1,0.1,0.1,1020.15,1018.1,29.45,28.8,2018-02-07T09:13:07.228Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.8,28.7,7.25,2.71,120.0,1.0,31.6,29.5,0.1,0.1,0.1,1020.0,1017.4,31.05,29.58,2018-02-07T08:16:11.456Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.45,33.6,7.28,2.73,123.0,1.0,32.8,31.8,0.1,0.1,0.1,1018.85,1016.25,32.61,30.19,2018-02-07T07:19:15.741Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,36.7,7.33,2.75,126.0,1.0,33.9,33.4,0.1,0.1,0.1,1018.25,1015.75,33.97,30.68,2018-02-07T06:22:19.957Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.6,39.0,7.34,2.77,127.0,1.0,34.2,33.7,0.1,0.1,0.1,1018.05,1015.6,34.61,31.04,2018-02-07T05:25:24.316Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.1,39.7,7.39,2.78,131.0,1.0,33.6,33.7,0.1,0.1,0.1,1018.3,1015.5,34.23,30.92,2018-02-07T04:28:28.486Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
